,result
153837,0
153838,0
153848,1
153851,1
153852,1
153853,1
153867,1
153889,1
153891,0
153892,1
153901,1
153902,1
153903,1
153907,1
153913,1
153915,1
153921,1
153923,0
153925,1
153932,1
153933,1
153936,1
153940,1
153944,1
153948,1
153952,1
153953,1
153955,1
153970,1
153974,1
153975,0
153978,1
153984,1
153985,1
153986,1
153987,1
153988,0
153990,1
154005,1
154007,0
154037,1
154039,0
154045,1
154046,1
154047,1
154050,1
154053,1
154057,1
154062,0
154065,1
154068,1
154073,1
154074,1
154086,1
154088,0
154089,1
154093,1
154114,1
154116,1
154121,1
154127,1
154134,0
154149,1
154155,1
154159,1
154168,0
154169,1
154175,1
154176,1
154178,0
154180,1
154194,0
154196,1
154202,0
154209,1
154219,1
154220,1
154221,1
154232,1
154235,1
154240,1
154253,1
154259,1
154261,1
154275,1
154278,1
154284,1
154295,1
154297,1
154311,0
154315,1
154336,1
154341,1
154348,1
154351,1
154353,1
154356,0
154358,1
154364,1
154365,1
154366,1
154367,1
154368,1
154369,1
154373,1
154375,1
154382,1
154384,0
154388,1
154391,1
154392,1
154393,1
154394,1
154398,1
154401,1
154402,1
154403,1
154404,1
154406,1
154411,1
154414,1
154415,1
154420,1
154421,1
154423,1
154424,1
154425,1
154428,1
154429,1
154435,1
154437,1
154440,1
154448,1
154453,1
154456,1
154459,1
154460,1
154461,1
154467,1
154469,0
154471,1
154480,1
154482,1
154487,1
154489,1
154493,1
154496,1
154498,1
154501,1
154502,1
154507,1
154517,1
154518,1
154519,1
154520,1
154524,1
154525,1
154526,1
154528,1
154529,1
154530,1
154536,1
154549,1
154550,1
154551,1
154555,1
154557,1
154558,1
154559,1
154560,1
154562,1
154563,1
154564,1
154566,1
154567,1
154568,1
154569,1
154570,1
154571,1
154575,1
154588,1
154589,1
154594,1
154595,1
154601,1
154602,1
154603,1
154604,1
154605,1
154606,1
154610,1
154613,1
154616,1
154618,1
154619,1
154620,1
154625,1
154630,1
154639,1
154640,1
154654,1
154657,1
154658,1
154659,1
154660,1
154661,0
154663,1
154677,1
154678,1
154682,1
154686,1
154687,1
154690,1
154692,1
154693,1
154695,1
154697,1
154698,1
154699,1
154700,1
154701,1
154702,1
154706,1
154710,1
154717,1
154718,1
154721,1
154722,1
154723,1
154727,1
154728,1
154729,1
154732,1
154736,1
154739,1
154743,1
154744,1
154745,1
154746,1
154753,1
154756,1
154763,1
154767,1
154776,1
154779,1
154781,1
154782,1
154789,1
154790,1
154793,1
154794,1
154797,0
154804,1
154814,1
154815,1
154818,1
154827,1
154829,1
154836,1
154840,1
154841,1
154844,1
154845,1
154846,1
154850,1
154852,1
154855,0
154856,0
154861,1
154862,1
154863,1
154864,1
154865,1
154868,1
154871,1
154873,0
154877,1
154878,1
154879,1
154897,1
154901,1
154904,1
154905,1
154913,1
154919,1
154922,1
154923,1
154926,1
154930,1
154931,1
154938,1
154939,1
154945,1
154951,1
154952,1
154957,1
154958,0
154960,1
154961,1
154962,0
154964,1
154965,1
154967,1
154969,1
154976,1
154979,0
154980,1
154981,1
154984,1
154985,1
154988,0
154995,1
154997,1
155000,1
155010,1
155011,1
155015,0
155016,1
155018,1
155019,1
155022,1
155023,1
155026,0
155031,1
155033,1
155036,1
155040,1
155045,0
155046,1
155049,0
155050,1
155052,1
155056,1
155057,1
155058,1
155064,1
155069,1
155075,1
155085,1
155086,1
155093,1
155094,1
155098,1
155100,1
155101,1
155104,1
155105,1
155106,1
155111,1
155112,1
155113,1
155114,1
155116,1
155123,1
155129,1
155132,1
155135,1
155136,1
155137,1
155139,1
155142,1
155145,1
155146,1
155150,1
155157,1
155158,1
155159,1
155160,1
155162,1
155163,1
155165,1
155166,1
155167,1
155168,1
155169,1
155171,1
155174,1
155178,1
155186,1
155187,1
155188,1
155192,1
155193,1
155198,1
155199,1
155201,1
155202,1
155203,1
155204,1
155205,1
155208,1
155210,1
155213,1
155218,1
155226,1
155227,1
155228,1
155230,1
155231,1
155235,1
155244,1
155245,1
155249,1
155251,1
155257,1
155260,1
155262,1
155264,1
155266,1
155275,1
155278,1
155280,1
155282,1
155287,1
155288,0
155289,1
155290,1
155293,1
155294,1
155299,1
155300,1
155301,1
155307,1
155308,1
155309,1
155310,1
155314,1
155315,0
155316,1
155317,1
155318,1
155326,1
155330,1
155331,1
155333,1
155334,1
155340,1
155344,1
155346,1
155347,1
155356,1
155357,1
155358,1
155361,1
155364,1
155366,1
155367,1
155372,1
155375,1
155381,1
155383,0
155392,1
155393,1
155394,1
155395,1
155396,1
155397,1
155398,1
155399,1
155404,1
155405,1
155415,1
155416,1
155427,1
155428,1
155433,1
155434,1
155435,0
155439,1
155444,1
155450,1
155451,1
155452,1
155453,1
155457,1
155459,1
155460,1
155469,1
155470,1
155471,1
155475,1
155476,1
155484,1
155486,1
155488,1
155489,1
155490,1
155491,1
155492,1
155494,1
155495,1
155496,1
155497,1
155504,1
155506,1
155507,1
155508,1
155513,1
155514,1
155515,1
155516,1
155517,1
155520,1
155521,1
155526,1
155533,0
155540,1
155548,0
155549,1
155550,1
155551,1
155552,1
155553,1
155557,1
155561,1
155563,1
155565,1
155566,1
155576,1
155582,1
155584,1
155585,1
155589,1
155590,1
155591,1
155592,1
155593,1
155598,1
155599,1
155608,1
155614,1
155615,1
155619,1
155621,1
155622,1
155623,1
155632,1
155648,1
155651,1
155652,1
155654,1
155660,1
155661,1
155665,1
155666,1
155668,1
155669,1
155673,1
155675,1
155677,1
155685,1
155687,1
155688,1
155691,1
155693,1
155697,1
155705,1
155706,1
155707,1
155708,1
155711,1
155715,1
155719,1
155720,1
155721,1
155723,1
155727,1
155729,1
155730,1
155732,1
155733,1
155734,1
155739,1
155742,1
155743,1
155745,1
155748,1
155750,1
155751,1
155752,1
155753,1
155756,1
155757,1
155758,1
155760,1
155761,1
155763,1
155764,1
155766,1
155769,1
155771,1
155772,1
155775,1
155776,1
155778,1
155783,1
155785,0
155788,1
155798,1
155800,1
155803,1
155807,0
155810,1
155811,1
155812,1
155813,1
155817,1
155820,1
155824,1
155826,1
155830,1
155833,1
155835,1
155836,1
155837,1
155839,0
155845,1
155846,1
155856,0
155864,1
155865,1
155866,1
155870,1
155877,1
155879,1
155880,1
155883,1
155886,1
155887,1
155900,1
155904,1
155907,1
155908,1
155914,1
155915,1
155917,1
155923,1
155934,0
155935,0
155936,1
155944,1
155945,1
155949,0
155950,1
155955,1
155959,1
155961,0
155965,1
155966,1
155968,1
155969,1
155976,1
155978,1
155982,1
155983,1
155985,1
155989,1
155990,1
155991,1
155992,1
155993,1
155994,0
156002,1
156005,1
156007,1
156014,0
156019,1
156026,1
156028,1
156029,1
156030,1
156033,1
156034,1
156037,1
156038,1
156039,1
156040,1
156046,1
156048,1
156050,1
156053,1
156054,1
156055,1
156056,1
156057,1
156059,1
156063,1
156065,1
156070,1
156073,1
156075,0
156078,1
156088,1
156089,1
156091,1
156092,1
156097,1
156101,1
156103,1
156105,1
156113,1
156115,1
156116,1
156120,1
156121,1
156123,1
156125,1
156127,1
156129,1
156130,1
156131,1
156145,1
156146,1
156150,1
156152,1
156153,1
156154,1
156156,0
156157,1
156158,1
156169,1
156171,1
156179,1
156180,1
156181,0
156182,1
156184,1
156190,1
156192,1
156200,1
156205,1
156209,1
156210,0
156211,1
156214,1
156215,1
156216,1
156220,1
156221,1
156224,1
156228,1
156229,1
156236,1
156237,1
156238,1
156239,1
156242,1
156246,1
156248,1
156250,1
156253,1
156254,1
156259,0
156260,1
156261,1
156264,1
156267,1
156272,1
156274,1
156278,1
156280,1
156281,1
156283,1
156284,1
156286,1
156288,1
156292,1
156293,1
156296,1
156300,1
156303,1
156311,1
156312,1
156313,1
156315,1
156319,1
156322,1
156323,1
156326,1
156327,1
156334,1
156336,1
156337,0
156348,1
156349,1
156350,1
156351,1
156352,1
156353,1
156355,1
156357,1
156360,1
156364,1
156366,1
156367,1
156369,1
156371,1
156375,1
156380,1
156381,1
156385,1
156389,1
156390,1
156391,0
156393,1
156396,1
156397,1
156398,1
156399,1
156400,0
156402,1
156403,1
156414,0
156415,1
156418,1
156420,1
156423,1
156429,1
156430,1
156433,1
156436,1
156443,1
156444,1
156445,1
156448,1
156450,1
156453,1
156456,0
156459,1
156460,1
156464,0
156466,1
156467,1
156468,1
156469,1
156471,1
156472,1
156473,1
156475,1
156476,1
156481,1
156482,0
156484,1
156485,1
156488,1
156492,1
156495,1
156497,1
156502,1
156511,1
156513,1
156515,1
156516,0
156525,1
156526,1
156529,1
156536,1
156537,1
156541,1
156542,0
156546,1
156547,1
156548,1
156554,1
156557,1
156558,1
156562,1
156566,1
156567,1
156568,1
156581,1
156584,1
156590,1
156591,0
156593,1
156596,0
156599,1
156600,1
156603,1
156604,1
156607,1
156609,1
156613,1
156616,1
156619,1
156620,1
156622,1
156623,1
156624,0
156628,0
156631,1
156632,1
156633,1
156635,1
156636,1
156638,1
156645,1
156646,1
156647,1
156649,1
156654,1
156657,1
156660,1
156669,1
156676,0
156679,1
156684,1
156690,1
156692,1
156694,1
156695,1
156698,1
156703,1
156708,0
156709,1
156712,1
156714,1
156715,1
156716,1
156717,1
156721,1
156723,1
156724,1
156730,1
156731,1
156732,1
156737,1
156738,1
156740,1
156742,0
156744,0
156746,1
156748,1
156751,1
156754,1
156762,1
156771,1
156773,1
156775,1
156778,1
156781,1
156785,1
156794,1
156796,1
156797,1
156798,1
156803,1
156804,1
156805,1
156807,1
156811,1
156812,1
156819,0
156821,1
156823,1
156836,1
156839,1
156840,1
156844,1
156849,1
156850,1
156853,1
156856,1
156857,1
156864,0
156868,1
156880,1
156882,1
156883,1
156885,1
156887,1
156889,1
156891,1
156901,0
156909,1
156911,0
156914,1
156915,1
156916,1
156917,1
156919,1
156921,1
156929,1
156933,1
156941,1
156945,1
156948,1
156950,1
156952,1
156956,1
156959,1
156960,0
156961,1
156964,1
156968,1
156969,1
156970,1
156973,0
156984,1
156985,1
156992,1
156995,1
156996,1
156997,1
157000,1
157004,1
157006,1
157010,1
157012,1
157017,1
157020,1
157021,0
157022,1
157024,1
157026,1
157029,0
157038,1
157040,1
157057,1
157060,1
157061,0
157072,1
157079,0
157081,1
157083,0
157085,1
157086,1
157090,1
157091,0
157095,1
157096,1
157097,1
157101,1
157103,1
157104,1
157108,1
157113,1
157114,1
157115,0
157119,1
157120,1
157124,1
157125,1
157132,1
157133,1
157136,1
157148,1
157150,1
157151,1
157158,1
157160,1
157162,1
157164,1
157172,1
157174,1
157175,1
157176,1
157180,1
157182,1
157187,1
157189,1
157192,1
157197,1
157199,1
157207,1
157219,1
157221,1
157226,1
157237,1
157239,1
157243,1
157249,1
157255,1
157258,1
157263,1
157265,1
157266,1
157270,1
157273,1
157274,1
157276,1
157302,1
157305,1
157317,1
157318,1
157325,0
157326,1
157327,1
157333,1
157334,1
157335,1
157336,1
157343,1
157345,1
157348,1
157353,1
157358,1
157359,1
157366,1
157368,0
157369,1
157372,1
157383,1
157385,1
157386,1
157389,0
157391,1
157398,1
157401,1
157402,1
157403,1
157427,1
157431,1
157435,1
157436,1
157447,1
157448,1
157449,1
157450,0
157452,1
157466,1
157468,1
157470,1
157476,1
157486,1
157494,1
157495,1
157497,1
157500,1
157501,1
157505,1
157508,1
157509,1
157515,1
157517,1
157519,1
157520,1
157521,1
157529,1
157532,1
157534,1
157538,1
157552,1
157556,1
157557,1
157560,1
157561,0
157568,1
157571,1
157572,1
157579,1
157580,1
157585,1
157604,1
157606,1
157610,1
157623,1
157624,1
157632,1
157635,1
157636,1
157645,1
157648,1
157653,1
157654,1
157656,1
157658,1
157660,1
157664,1
157665,1
157666,1
157670,1
157671,1
157672,1
157673,1
157674,1
157676,1
157679,1
157681,0
157684,1
157685,0
157686,0
157689,1
157693,1
157694,1
157701,1
157702,1
157705,1
157710,1
157715,1
157719,1
157731,1
157735,1
157747,1
157748,1
157758,1
157760,0
157761,1
157763,1
157764,1
157769,1
157777,1
157783,1
157798,1
157801,1
157802,1
157815,1
157818,1
157821,1
157833,1
157837,1
157853,1
157857,1
157858,1
157875,1
157877,0
157879,1
157881,1
157890,1
157896,1
157905,1
157908,1
157914,1
157915,1
157922,1
157924,1
157925,1
157933,1
157934,1
157935,1
157941,1
157947,1
157950,1
157951,1
157959,1
157960,1
157961,1
157962,1
157966,1
157969,1
157971,1
157972,1
157976,0
157977,1
157978,1
157982,1
157983,1
157984,1
157988,1
157999,1
158000,1
158001,1
158003,1
158008,1
158009,1
158015,1
158026,1
158029,1
158034,1
158036,1
158040,1
158044,1
158060,1
158080,1
158081,0
158093,1
158097,1
158098,1
158101,1
158104,1
158109,0
158112,1
158120,1
158126,1
158127,1
158130,1
158137,1
158140,1
158153,1
158156,1
158161,1
158163,1
158166,1
158167,1
158168,1
158173,1
158174,1
158180,1
158181,1
158183,1
158185,1
158191,1
158216,1
158219,1
158222,1
158230,1
158234,1
158243,1
158245,1
158249,1
158251,1
158259,1
158260,1
158261,1
158275,1
158276,1
158279,1
158280,1
158284,0
158289,1
158295,1
158297,1
158299,1
158303,0
158306,1
158314,1
158315,1
158317,1
158318,1
158326,1
158329,1
158330,1
158334,1
158341,1
158344,0
158345,1
158350,1
158352,0
158354,1
158369,1
158388,1
158391,1
158399,1
158415,1
158420,1
158421,0
158428,1
158431,1
158432,1
158436,1
158438,1
158453,1
158454,1
158455,1
158456,1
158460,1
158462,0
158463,1
158467,1
158468,1
158469,1
158472,1
158478,1
158479,1
158487,1
158499,1
158503,0
158504,1
158506,1
158513,1
158528,1
158529,1
158540,1
158546,1
158553,1
158558,1
158560,1
158562,1
158563,1
158573,0
158574,1
158585,1
158614,1
158615,1
158616,1
158624,1
158625,1
158637,1
158638,1
158639,1
158648,1
158649,1
158650,1
158651,1
158657,1
158662,1
158663,1
158664,1
158665,1
158666,1
158673,1
158681,1
158682,1
158683,1
158685,1
158686,1
158702,1
158703,1
158704,1
158713,1
158715,1
158721,1
158728,1
158730,1
158732,1
158733,1
158734,1
158735,1
158737,1
158743,0
158756,1
158758,1
158762,1
158767,1
158770,1
158771,1
158776,1
158778,1
158779,1
158783,1
158784,1
158786,1
158789,1
158791,1
158801,1
158802,1
158803,1
158805,1
158817,1
158818,1
158819,1
158820,1
158831,1
158840,1
158842,1
158844,1
158846,1
158849,1
158850,1
158858,1
158859,1
158860,1
158869,1
158873,1
158877,1
158882,1
158884,1
158885,1
158886,1
158887,1
158894,1
158899,1
158901,1
158903,1
158905,1
158906,1
158912,0
158922,1
158923,1
158928,1
158933,1
158936,1
158940,0
158944,0
158945,0
158949,0
158951,1
158960,1
158967,1
158972,1
158973,1
158974,1
158984,1
158985,1
158990,1
158998,1
159001,1
159002,1
159005,1
159006,1
159016,1
159042,0
159043,1
159045,1
159050,1
159058,1
159063,1
159069,1
159072,1
159086,1
159090,1
159091,0
159098,1
159101,1
159104,1
159105,1
159117,1
159118,1
159121,1
159130,1
159133,1
159136,1
159141,1
159142,1
159143,1
159146,1
159147,1
159169,1
159176,1
159180,1
159187,1
159190,1
159204,1
159205,1
159211,1
159222,1
159223,1
159231,0
159234,0
159243,1
159245,1
159249,1
159257,1
159265,1
159272,1
159280,1
159288,1
159295,1
159302,1
159306,1
159310,1
159311,1
159312,1
159313,1
159317,1
159320,1
159334,0
159336,0
159344,1
159360,1
159361,1
159364,1
159365,1
159372,0
159382,1
159384,1
159385,1
159389,1
159392,0
159401,1
159412,0
159416,1
159421,0
159422,0
159425,1
159432,1
159436,1
159437,1
159440,1
159443,1
159452,1
159454,1
159457,1
159464,1
159477,1
159496,1
159513,1
159518,1
159521,1
159525,0
159533,0
159541,1
159549,1
159551,1
159556,1
159563,1
159565,1
159572,0
159576,1
159578,0
159580,0
159600,0
159603,1
159612,1
159615,1
159618,1
159619,1
159620,1
159625,1
159630,0
159631,0
159634,1
159636,1
159657,1
159660,1
159665,1
159666,1
159667,1
159670,1
159683,1
159685,1
159686,1
159693,1
159696,1
159697,1
159700,1
159702,1
159717,1
159718,1
159724,1
159725,1
159726,1
159738,1
159739,1
159741,1
159745,1
159751,0
159752,1
159766,1
159767,1
159768,1
159770,1
159771,1
159778,1
159780,1
159791,1
159792,1
159793,1
159796,1
159797,1
159800,1
159817,1
159819,1
159837,1
159840,1
159859,1
159862,0
159867,1
159870,0
159880,1
159882,1
159890,1
159898,1
159916,1
159917,1
159919,1
159928,1
159931,1
159934,1
159936,1
159940,1
159942,1
159950,1
159954,0
159955,0
159968,1
159980,1
159982,0
159983,1
159984,1
159997,1
159998,1
160004,1
160008,1
160009,1
160013,1
160014,1
160015,1
160018,0
160029,1
160033,1
160038,1
160040,0
160045,1
160050,1
160053,0
160055,1
160061,1
160064,0
160065,1
160066,1
160067,1
160070,1
160071,1
160078,1
160081,1
160082,1
160084,1
160095,1
160097,0
160100,1
160103,1
160105,1
160108,1
160112,0
160116,1
160122,1
160132,1
160146,1
160149,1
160161,1
160165,1
160166,1
160167,1
160175,1
160177,1
160179,1
160180,1
160188,1
160189,1
160190,1
160194,1
160196,1
160198,1
160199,1
160226,1
160230,1
160232,1
160236,1
160242,1
160245,1
160246,1
160247,1
160248,1
160262,1
160274,0
160281,1
160302,1
160306,1
160319,1
160330,0
160345,0
160348,1
160349,1
160358,1
160359,1
160361,1
160363,1
160365,1
160367,1
160375,1
160376,1
160378,1
160384,1
160391,1
160396,0
160400,1
160403,1
160405,0
160408,1
160426,1
160427,1
160434,0
160453,1
160461,1
160462,1
160467,0
160470,1
160477,1
160482,1
160483,1
160490,1
160497,1
160500,1
160509,1
160514,1
160520,1
160521,1
160522,1
160524,1
160525,1
160532,1
160535,1
160536,1
160540,1
160541,1
160547,1
160551,1
160553,1
160574,1
160575,1
160581,1
160587,1
160589,1
160590,1
160596,1
160614,1
160625,1
160635,0
160643,1
160650,0
160655,1
160661,1
160664,1
160666,1
160667,1
160672,1
160675,1
160676,1
160687,1
160692,1
160698,1
160708,1
160710,1
160711,1
160716,1
160717,0
160721,1
160722,1
160728,1
160734,1
160736,1
160737,1
160738,1
160747,1
160748,1
160758,1
160766,1
160768,1
160780,1
160787,0
160811,1
160814,1
160825,1
160832,1
160833,1
160836,1
160837,1
160839,1
160846,1
160851,1
160854,1
160857,1
160858,0
160875,1
160890,0
160894,1
160896,1
160899,1
160903,1
160905,1
160907,0
160912,1
160915,1
160919,1
160921,1
160923,1
160927,1
160928,1
160935,1
160941,0
160947,1
160952,1
160955,1
160959,0
160968,1
160977,0
160979,1
160983,1
160984,1
160987,1
160991,1
160994,1
160997,0
161003,1
161005,1
161007,1
161009,1
161010,1
161013,1
161015,1
161026,1
161027,1
161042,1
161045,1
161055,1
161063,1
161068,1
161076,1
161081,1
161086,1
161089,1
161090,1
161091,1
161092,1
161096,1
161113,1
161115,1
161120,0
161127,1
161132,1
161133,1
161143,1
161145,1
161146,1
161161,1
161166,1
161171,1
161172,1
161178,1
161182,1
161188,1
161189,1
161198,1
161200,1
161205,0
161206,1
161207,1
161208,1
161211,1
161214,1
161217,1
161218,1
161237,0
161238,1
161239,1
161240,1
161242,1
161247,1
161250,1
161254,1
161257,0
161264,1
161269,1
161275,1
161282,1
161283,1
161287,1
161292,1
161294,1
161296,1
161299,1
161302,1
161303,1
161310,1
161312,1
161316,1
161317,0
161324,1
161325,1
161326,1
161329,0
161337,0
161338,1
161343,1
161347,1
161353,1
161355,1
161356,1
161359,1
161364,1
161365,1
161373,1
161374,1
161377,1
161381,1
161383,1
161385,1
161389,1
161391,1
161395,1
161408,1
161419,1
161420,0
161441,1
161442,1
161447,1
161450,1
161451,1
161454,1
161457,1
161459,0
161464,1
161467,1
161477,1
161478,1
161481,1
161482,1
161484,1
161485,0
161500,1
161503,1
161504,0
161510,1
161512,1
161520,1
161525,1
161527,0
161529,1
161531,1
161532,1
161533,1
161534,1
161535,0
161549,1
161553,1
161560,1
161571,1
161577,1
161581,0
161583,1
161584,0
161585,1
161595,1
161597,1
161602,0
161603,1
161605,1
161608,1
161609,1
161610,1
161612,1
161620,1
161621,1
161624,1
161625,1
161630,1
161632,1
161641,1
161652,1
161658,1
161659,1
161660,1
161670,1
161671,1
161673,1
161674,1
161675,1
161680,1
161681,1
161684,1
161692,1
161693,1
161697,1
161698,1
161708,1
161709,1
161712,1
161714,1
161715,1
161721,1
161725,1
161727,1
161744,1
161745,1
161748,1
161752,1
161753,1
161754,1
161775,1
161776,1
161788,1
161791,1
161796,0
161819,1
161820,1
161821,1
161822,1
161823,1
161824,1
161825,1
161835,1
161836,1
161838,1
161840,0
161846,1
161848,1
161857,1
161866,1
161867,1
161871,1
161881,1
161884,1
161893,1
161895,1
161898,1
161899,1
161903,1
161908,1
161909,1
161914,1
161918,1
161919,1
161934,1
161951,1
161952,1
161965,1
161987,1
161997,1
161998,1
162000,1
162022,1
162026,1
162028,1
162035,1
162060,1
162067,1
162076,1
162085,0
162093,1
162094,1
162101,1
162102,1
162129,1
162133,1
162145,1
162150,1
162151,1
162160,1
162161,1
162163,1
162167,1
162168,1
162177,1
162179,1
162180,1
162199,1
162200,1
162203,1
162214,1
162215,1
162216,1
162217,1
162219,1
162225,1
162228,1
162229,1
162238,1
162241,1
162249,1
162254,1
162259,1
162261,1
162262,1
162263,0
162278,1
162282,1
162289,1
162290,1
162307,1
162311,1
162312,1
162313,1
162316,1
162325,1
162343,1
162348,1
162360,1
162376,1
162398,1
162400,1
162413,1
162414,1
162434,1
162436,1
162450,1
162451,1
162471,1
162480,1
162483,1
162484,1
162493,1
162496,1
162504,0
162505,0
162507,1
162512,0
162513,0
162519,1
162520,1
162522,1
162529,1
162533,0
162534,1
162544,1
162548,1
162563,1
162571,1
162576,1
162578,1
162579,1
162583,1
162596,1
162597,1
162604,1
162614,1
162621,1
162624,1
162632,1
162637,1
162646,1
162652,1
162664,1
162665,1
162670,1
162671,1
162682,1
162686,1
162696,1
162699,1
162704,1
162708,1
162709,1
162714,1
162715,1
162723,1
162725,1
162729,1
162734,1
162739,1
162745,1
162746,1
162748,1
162753,1
162755,1
162756,1
162780,1
162782,1
162784,0
162790,1
162792,1
162796,1
162802,1
162805,1
162809,1
162812,1
162821,1
162828,1
162829,1
162830,1
162832,1
162833,1
162840,1
162852,1
162868,1
162869,1
162870,1
162874,1
162875,1
162887,1
162888,1
162889,1
162890,1
162895,1
162896,1
162905,0
162906,1
162909,1
162910,1
162912,1
162916,1
162917,1
162924,1
162933,1
162935,1
162944,1
162945,1
162950,1
162975,1
162991,1
163001,0
163029,1
163034,1
163039,1
163046,1
163047,1
163066,1
163077,1
163078,1
163088,1
163101,1
163105,1
163114,1
163115,1
163117,1
163136,1
163163,1
163171,1
163175,1
163182,1
163189,1
163190,1
163191,1
163203,1
163204,1
163209,1
163210,1
163212,1
163213,1
163228,1
163229,1
163239,0
163246,1
163250,0
163258,1
163265,1
163271,1
163275,1
163276,1
163277,1
163282,1
163303,1
163321,1
163325,1
163326,1
163328,1
163335,1
163349,1
163350,1
163357,0
163365,1
163369,1
163388,1
163400,1
163411,1
163412,0
163416,1
163430,1
163439,1
163444,1
163448,1
163449,1
163461,1
163466,1
163472,1
163473,1
163485,1
163487,0
163488,1
163490,1
163547,1
163551,1
163560,1
163574,0
163596,1
163597,1
163598,1
163601,1
163623,1
163627,1
163631,1
163632,1
163633,1
163655,1
163658,1
163660,1
163661,1
163665,1
163666,1
163669,1
163671,1
163677,1
163682,1
163689,1
163692,1
163694,1
163703,1
163704,1
163710,1
163716,1
163718,1
163720,1
163721,1
163726,1
163737,1
163738,1
163748,1
163751,1
163763,1
163766,0
163767,1
163787,1
163803,0
163811,1
163812,1
163825,1
163830,1
163845,1
163871,1
163881,1
163883,1
163890,0
163891,1
163892,1
163901,1
163902,1
163911,1
163913,1
163914,1
163915,1
163921,1
163925,1
163928,1
163929,1
163937,1
163940,1
163944,1
163954,1
163963,1
163971,1
163972,1
163988,1
163990,1
163992,1
163997,0
163999,1
164001,1
164005,1
164011,1
164017,1
164018,1
164021,1
164022,1
164026,1
164030,1
164031,1
164033,1
164054,1
164067,1
164071,1
164079,1
164088,1
164089,0
164109,0
164113,1
164116,1
164134,1
164136,1
164143,1
164151,1
164155,1
164158,1
164164,1
164176,1
164177,0
164192,0
164199,1
164219,1
164224,1
164233,0
164234,1
164243,1
164262,1
164266,1
164267,1
164268,0
164270,1
164272,1
164273,1
164281,1
164284,0
164287,0
164289,1
164290,1
164300,1
164309,1
164317,1
164327,0
164348,1
164349,1
164352,1
164377,1
164383,1
164386,1
164389,1
164390,1
164392,1
164393,1
164395,1
164398,0
164400,1
164401,1
164406,1
164408,1
164433,1
164439,1
164440,1
164442,1
164446,1
164453,1
164456,1
164468,0
164488,1
164490,1
164492,1
164493,1
164515,1
164519,1
164520,1
164521,1
164522,1
164548,1
164554,1
164563,0
164568,1
164572,1
164573,1
164581,1
164583,1
164586,0
164589,1
164590,1
164596,1
164599,1
164605,1
164606,1
164620,1
164621,1
164626,1
164632,0
164650,1
164654,0
164657,1
164659,1
164662,1
164671,1
164680,1
164681,1
164685,1
164691,1
164698,1
164701,0
164702,1
164710,1
164731,1
164736,1
164746,1
164753,1
164763,1
164765,1
164767,1
164773,1
164774,1
164775,1
164776,1
164778,1
164782,1
164802,1
164803,1
164804,1
164805,1
164806,1
164809,1
164811,1
164813,1
164825,1
164826,1
164830,0
164832,1
164841,0
164849,1
164850,1
164868,1
164876,1
164877,1
164883,1
164884,1
164894,0
164896,1
164897,1
164898,1
164903,1
164904,0
164907,1
164908,1
164914,1
164927,1
164929,1
164930,1
164942,1
164943,1
164944,1
164960,1
164980,1
164982,1
164993,1
165000,1
165001,0
165004,1
165005,1
165013,1
165016,1
165017,1
165030,1
165035,1
165043,1
165047,0
165051,1
165057,1
165064,0
165078,0
165084,0
165086,1
165088,1
165099,0
165101,1
165128,1
165130,1
165132,1
165141,1
165152,1
165156,1
165158,0
165159,1
165169,1
165188,1
165195,1
165196,1
165197,1
165205,1
165218,0
165224,1
165249,1
165256,1
165258,1
165278,1
165288,1
165291,1
165293,1
165302,1
165312,0
165333,1
165348,1
165349,1
165353,1
165354,1
165355,1
165361,1
165362,0
165363,1
165370,0
165375,1
165376,1
165377,1
165390,1
165394,1
165396,1
165399,0
165401,1
165412,0
165420,1
165423,1
165425,0
165431,1
165444,1
165453,1
165461,1
165462,1
165464,1
165470,0
165471,1
165472,1
165478,1
165481,1
165482,1
165497,1
165508,1
165509,1
165511,1
165512,1
165514,1
165519,1
165520,1
165526,1
165534,1
165536,0
165540,1
165542,1
165546,1
165549,0
165551,1
165553,1
165565,1
165570,1
165591,1
165610,0
165628,1
165634,1
165637,1
165652,1
165653,1
165659,1
165663,1
165665,1
165667,1
165678,1
165681,1
165685,1
165688,1
165699,0
165706,1
165711,1
165717,1
165718,1
165725,1
165733,1
165736,1
165739,1
165757,1
165767,1
165768,1
165770,1
165771,1
165786,1
165798,1
165799,1
165801,1
165805,1
165809,1
165813,1
165816,1
165820,1
165825,1
165829,1
165838,1
165851,1
165855,1
165866,1
165871,1
165876,1
165884,0
165887,1
165905,1
165909,1
165913,1
165914,1
165937,1
165939,1
165952,0
165955,1
165966,1
165979,1
165990,1
165997,1
165998,1
165999,1
166000,1
166011,1
166026,1
166032,1
166044,1
166045,1
166049,1
166050,1
166054,1
166060,1
166061,1
166066,1
166076,1
166086,1
166088,1
166098,1
166103,1
166123,1
166126,1
166127,1
166139,1
166143,1
166174,1
166177,1
166191,1
166195,1
166199,1
166206,1
166207,1
166213,0
166220,0
166223,1
166235,1
166238,1
166242,1
166245,1
166270,1
166271,1
166285,1
166288,1
166293,0
166307,0
166309,0
166311,1
166318,1
166321,1
166323,1
166325,1
166327,1
166329,1
166330,0
166331,1
166355,1
166356,0
166361,1
166362,0
166363,1
166378,1
166385,1
166388,1
166389,0
166390,1
166393,0
